Division Name,Section,Block,Unit,Street Number,Street Name,Street Type,Alternate Street Number,Alternate Street Name,Alternate Street Type,Alternate Division Name,Date added to Register,Date removed from Register
PEARCE,6,21,,21,Julius,Street,,,,,29-Jun-15,24-Mar-17
PEARCE,6,9,,3,Julius,Street,,,,,29-Jun-15,07-Mar-17
PEARCE,8,1,,14,McNamara,Street,,,,,29-Jun-15,25-May-17
PEARCE,10,18,,30,Hodgson,Crescent,,,,,29-Jun-15,21-Jun-17
PEARCE,11,1,,8,Shepherd,Street,2,Trumble,Street,,29-Jun-15,08-Apr-16
PEARCE,13,36,,28,Shepherd,Street,,,,,29-Jun-15,21-Apr-17
PEARCE,13,9,,52,Collings,Street,,,,,29-Jun-15,10-Feb-16
PEARCE,14,37,,27,Cumberlege,Crescent,99,Macfarland,Crescent,,29-Jun-15,13-Apr-17
PEARCE,16,14,,22,Cumberlege,Crescent,,,,,29-Jun-15,13-Apr-17
PEARCE,16,16,,95,Macfarland,Crescent,95A,Macfarland,Crescent,,29-Jun-15,13-Apr-17
PEARCE,16,5,,4,Cumberlege,Crescent,,,,,29-Jun-15,13-Apr-17
PEARCE,16,8,,10,Cumberlege,Crescent,,,,,29-Jun-15,15-Nov-17
PEARCE,18,1,,1,Sheehan,Street,76,Macfarland,Crescent,,29-Jun-15,01-Mar-17
PEARCE,18,9,,92,Macfarland,Crescent,,,,,29-Jun-15,01-Mar-17
PEARCE,19,10,,20,McLaren,Crescent,,,,,29-Jun-15,01-Mar-17
PEARCE,19,27,,1,Anstey,Street,21,Sheehan,Street,,29-Jun-15,01-Mar-17
PEARCE,28,4,,8,Biddlecombe,Street,,,,,29-Jun-15,03-Mar-16
PEARCE,31,32,,28,Beasley,Street,,,,,29-Jun-15,02-Jun-17
PEARCE,34,8,,5,Pendred,Street,,,,,29-Jun-15,31-Jan-18
PEARCE,34,9,,3,Pendred,Street,,,,,29-Jun-15,27-Feb-17
PEARCE,40,9,,4,Tubb,Place,,,,,29-Jun-15,11-May-17
PEARCE,44,20,,16,Leighton,Street,,,,,29-Jun-15,25-May-17
PEARCE,44,7,,11,Brinsmead,Street,,,,,29-Jun-15,21-Jun-17
PEARCE,44,9,,7,Brinsmead,Street,,,,,29-Jun-15,03-May-17
PEARCE,48,10,,6,Gepp,Place,,,,,29-Jun-15,02-Jun-17
PEARCE,48,7,,62,Beasley,Street,,,,,29-Jun-15,02-Jun-17
PHILLIP,61,14,,4,Oldham,Court,,,,,29-Jun-15,26-Oct-18
PHILLIP,61,16,,2A,Oldham,Court,,,,,29-Jun-15,26-Oct-18
RED HILL,8,8,,41,Quiros,Street,,,,,29-Jun-15,06-Sep-16
RED HILL,11,9,,142,Monaro,Crescent,,,,,29-Jun-15,16-Sep-16
RED HILL,16,7,,50,Mugga,Way,,,,,29-Jun-15,01-Aug-16
RED HILL,23,21,,258,La Perouse,Street,,,,,29-Jun-15,06-Sep-16
RED HILL,36,20,,6,Mermaid,Street,,,,,29-Jun-15,16-Sep-16
RED HILL,38,1,,97,Mugga,Way,3,Reliance,Street,,29-Jun-15,05-Oct-17
RED HILL,51,1,,78,Mugga,Way,,,,,29-Jun-15,08-Sep-17
REID,28,5,,23,Dirrawan,Gardens,,,,,29-Jun-15,24-Nov-16
REID,30,1,,36,Elimatta,Street,60,Coranderrk,Street,,18-Aug-21,06-May-22
REID,31,3,,72,Coranderrk,Street,,,,,29-Jun-15,18-Jan-17
REID,37,3,,46,Euree,Street,,,,,29-Jun-15,02-Aug-16
RIVETT,1,19,,25,Darwinia,Terrace,,,,,29-Jun-15,17-May-16
RIVETT,7,29,,14,Croton,Street,,,,,29-Jun-15,17-May-16
RIVETT,10,12,,5,Mallee,Place,,,,,29-Jun-15,16-Jul-19
RIVETT,10,18,,8,Morrell,Place,,,,,29-Jun-15,08-Jun-16
RIVETT,10,9,,10,Mallee,Place,,,,,29-Jun-15,17-May-16
RIVETT,13,21,,12,Epacris,Place,,,,,29-Jun-15,17-May-16
RIVETT,18,28,,32,Carbeen,Street,,,,,29-Jun-15,21-Feb-17
RIVETT,19,5,,61,Carbeen,Street,,,,,29-Jun-15,07-Dec-17
RIVETT,24,10,,9,Gungurra,Crescent,,,,,29-Jun-15,17-May-16
RIVETT,26,4,,5,Cedrela,Place,,,,,29-Jun-15,17-May-16
RIVETT,30,18,,109,Bangalay,Crescent,,,,,29-Jun-15,10-Feb-16
RIVETT,33,8,,15,Rapanea,Street,,,,,29-Jun-15,09-Jun-16
RIVETT,34,12,,84,Streeton,Drive,,,,,29-Jun-15,08-Mar-16
RIVETT,34,16,,92,Streeton,Drive,,,,,29-Jun-15,21-Feb-17
RIVETT,34,24,,6,Rapanea,Street,,,,,29-Jun-15,24-Mar-16
RIVETT,34,8,,76,Streeton,Drive,,,,,29-Jun-15,24-Mar-16
RIVETT,35,24,,11,Salsola,Street,,,,,29-Jun-15,31-May-16
RIVETT,36,23,,143,Darwinia,Terrace,,,,,29-Jun-15,16-Mar-16
RIVETT,37,44,,3,Yate,Gardens,,,,,29-Jun-15,10-Feb-16
RIVETT,41,16,,127,Darwinia,Terrace,,,,,29-Jun-15,07-Apr-16
RIVETT,42,16,,28,Kanooka,Street,,,,,29-Jun-15,16-Mar-16
RIVETT,42,17,,30,Kanooka,Street,,,,,29-Jun-15,24-Mar-16
RIVETT,42,2,,37,Nelumbo,Street,,,,,29-Jun-15,07-Apr-16
RIVETT,44,13,,5,Goodenia,Street,,,,,29-Jun-15,25-Sep-20
RIVETT,45,24,,6,Goodenia,Street,,,,,29-Jun-15,31-May-16
RIVETT,56,22,,41,Pavonia,Street,,,,,29-Jun-15,17-May-16
RIVETT,56,23,,39,Pavonia,Street,,,,,4-Feb-20,30-Nov-22
RIVETT,56,34,,17,Pavonia,Street,,,,,29-Jun-15,09-Jul-19
SCULLIN,4,31,,8,McGinness,Street,,,,,29-Jun-15,06-Apr-18
SCULLIN,10,6,,6,Shiers,Place,,,,,29-Jun-15,10-Jul-17
SCULLIN,18,6,,4,Jindivik,Place,,,,,29-Jun-15,16-Aug-17
SCULLIN,18,7,,6,Jindivik,Place,,,,,29-Jun-15,16-Aug-17
SCULLIN,19,2,,10,Ulm,Street,,,,,29-Jun-15,23-Aug-17
SCULLIN,24,14,,28,McIntosh,Street,,,,,29-Jun-15,21-Jul-17
SCULLIN,28,8,,1,McIntosh,Street,5,McGinness,Street,,29-Jun-15,27-Jul-17
SCULLIN,30,9,,18,Parer,Place,,,,,29-Jun-15,10-Feb-16
SCULLIN,36,15,,36,Kauper,Street,44,Hinkler,Street,,29-Jun-15,21-Aug-17
SCULLIN,36,23,,60,Hinkler,Street,,,,,29-Jun-15,30-Aug-17
SCULLIN,37,2,,57,Hinkler,Street,,,,,29-Jun-15,16-Aug-17
SCULLIN,39,12,,7,Kauper,Street,,,,,29-Jun-15,21-Jul-17
SCULLIN,47,1,,33,Levien,Street,2,Barlow,Street,,29-Jun-15,12-Apr-19
SPENCE,19,20,,76,Baddeley,Crescent,,,,,29-Jun-15,10-Jul-17
SPENCE,19,36,,18,Crofts,Crescent,,,,,29-Jun-15,01-May-17
SPENCE,30,20,,17,Boote,Street,,,,,29-Jun-15,13-Apr-17
SPENCE,45,17,,16,Hancock,Street,,,,,29-Jun-15,24-Mar-17
SPENCE,47,11,,1,Standbridge,Place,81,Baddeley,Crescent,,29-Jun-15,26-Oct-21
SPENCE,49,9,,6,Wallis,Place,,,,,29-Jun-15,24-Mar-17
SPENCE,54,7,,29,Alpen,Street,,,,,29-Jun-15,21-Jun-17
SPENCE,55,6,,8,Broadby,Close,,,,,29-Jun-15,24-Mar-17
SPENCE,58,6,,37,Bennet,Street,169,Copland,Drive,,29-Jun-15,21-Apr-17
SPENCE,59,9,,23,Bennet,Street,,,,,29-Jun-15,10-Jul-17
SPENCE,61,2,,149,Copland,Drive,,,,,29-Jun-15,13-Apr-17
STIRLING,6,16,,26,Reveley,Crescent,,,,,29-Jun-15,14-Nov-16
STIRLING,6,37,,159,Streeton,Drive,,,,,29-Jun-15,
STIRLING,7,26,,2,Wollaston,Place,9,Reveley,Crescent,,29-Jun-15,05-Nov-16
STIRLING,13,14,,12,Frayne,Place,,,,,29-Jun-15,07-Feb-17
STIRLING,16,10,,51,Bunbury,Street,,,,,29-Jun-15,15-Nov-16
STIRLING,20,1,,27,Shenton,Crescent,31,Wittenoom,Crescent,,29-Jun-15,15-Nov-16
STIRLING,20,12,,9,Wittenoom,Crescent,,,,,29-Jun-15,07-Feb-17
STIRLING,20,16,,29,Shenton,Crescent,1,Wittenoom,Crescent,,29-Jun-15,22-Nov-16
STIRLING,21,22,,46,Wittenoom,Crescent,,,,,29-Jun-15,01-Dec-16
TENNENT,0,124,Hughies Cottage,244,Apollo,Road,,,,,29-Jun-15,14-Oct-16
TORRENS,3,6,,6,Batchelor,Street,,,,,29-Jun-15,06-Mar-18
TORRENS,7,27,,31,Jefferis,Street,,,,,29-Jun-15,23-Jan-18
TORRENS,7,30,,25,Jefferis,Street,,,,,29-Jun-15,23-Jan-18
TORRENS,8,17,,10,Jefferis,Street,,,,,29-Jun-15,15-Feb-18
TORRENS,8,19,,14,Jefferis,Street,,,,,29-Jun-15,23-Jan-18
TORRENS,8,4,,22,Jefferis,Street,,,,,29-Jun-15,23-Jan-18
TORRENS,9,11,,1,Jefferis,Street,13,Wyatt,Street,,29-Jun-15,06-Mar-18
TORRENS,9,13,,43,Kavel,Street,,,,,29-Jun-15,31-Jan-18
TORRENS,10,44,,45,Beasley,Street,,,,,29-Jun-15,22-Feb-18
TORRENS,11,12,,18,Hawker,Street,,,,,29-Jun-15,07-Nov-17
TORRENS,11,16,,26,Hawker,Street,,,,,29-Jun-15,07-Nov-17
TORRENS,11,7,,8,Hawker,Street,,,,,29-Jun-15,07-Nov-17
TORRENS,12,1,,36,Hawker,Street,,,,,29-Jun-15,07-Nov-17
TORRENS,12,14,,62,Hawker,Street,,,,,29-Jun-15,29-Nov-17
TORRENS,12,8,,50,Hawker,Street,,,,,29-Jun-15,07-Nov-17
TORRENS,14,3,,7,Hawker,Street,2,Howchin,Place,,29-Jun-15,07-Nov-17
TORRENS,16,1,,1,Hawker,Street,90,Beasley,Street,,29-Jun-15,13-Nov-17
TORRENS,18,5,,4,Wyatt,Street,,,,,29-Jun-15,23-Jan-18
TORRENS,18,9,,12,Wyatt,Place,,,,,29-Jun-15,24-Mar-16
TORRENS,19,3,,6,Howard,Street,,,,,29-Jun-15,22-Feb-18
TORRENS,26,9,,34,Parsons,Street,,,,,29-Jun-15,06-Mar-18
TORRENS,29,12,,34,Basedow,Street,,,,,29-Jun-15,19-Mar-18
TORRENS,29,21,,44,Basedow,Street,,,,,29-Jun-15,07-Nov-17
TORRENS,29,3,,80,Hawker,Street,,,,,29-Jun-15,07-Nov-17
TORRENS,32,26,,68,Gouger,Street,,,,,29-Jun-15,19-Mar-18
TORRENS,32,29,,74,Gouger,Street,,,,,29-Jun-15,06-Apr-18
TORRENS,32,8,,33,Darke,Street,,,,,29-Jun-15,21-Dec-17
TORRENS,33,9,,18,Darke,Street,,,,,29-Jun-15,21-Dec-17
TORRENS,34,10,,9,Darke,Street,,,,,29-Jun-15,12-Dec-16
TORRENS,34,3,,2,Davies,Place,11,Basedow,Street,,29-Jun-15,06-Apr-18
TORRENS,40,12,,34,Gouger,Street,43,Brookman,Street,,29-Jun-15,31-Jan-18
TORRENS,40,14,,39,Brookman,Street,,,,,29-Jun-15,21-Dec-17
TURNER,28,8,,29,Hackett,Gardens,,,,,29-Jun-15,21-Aug-19
TURNER,47,7,,6,Holder,Street,,,,,29-Jun-15,27-Feb-17
TURNER,61,17,1,16A,Towns,Crescent,,,,,29-Jun-15,09-Jul-19
WANNIASSA,105,2,,4,O`Hea,Street,,,,,29-Jun-15,20-Feb-18
WANNIASSA,136,16,,7,Keys,Crescent,,,,,29-Jun-15,14-Jun-18
WANNIASSA,138,28,,81,Sternberg,Crescent,,,,,29-Jun-15,30-Nov-15
WANNIASSA,138,6,,60,Guthridge,Crescent,,,,,29-Jun-15,16-Dec-15
WANNIASSA,145,6,,7,Illingworth,Street,,,,,29-Jun-15,20-Feb-18
WANNIASSA,147,4,,1,Moule,Place,68,Wheeler,Crescent,,29-Jun-15,29-Apr-16
WANNIASSA,150,66,,34,Sternberg,Crescent,,,,,29-Jun-15,20-Feb-18
WANNIASSA,152,1,,15,Gair,Place,,,,,29-Jun-15,19-Mar-18
WANNIASSA,152,2,,13,Gair,Place,,,,,29-Jun-15,06-Apr-18
WANNIASSA,152,5,,7,Gair,Place,,,,,29-Jun-15,11-May-18
WANNIASSA,152,9,,17,Forlonge,Street,,,,,29-Jun-15,10-Jul-18
WANNIASSA,155,1,,15,McCombie,Street,30,Cuthbert,Circuit,,29-Jun-15,20-Feb-18
WANNIASSA,155,16,,22,Cuthbert,Circuit,,,,,29-Jun-15,20-Feb-18
WANNIASSA,155,19,,28,Cuthbert,Circuit,,,,,29-Jun-15,11-May-18
WANNIASSA,155,6,,5,McCombie,Street,,,,,29-Jun-15,06-Apr-18
WANNIASSA,158,9,,15,McBryde,Crescent,,,,,29-Jun-15,06-Apr-18
WANNIASSA,161,1,,13,Mackinnon,Street,2,Watkins,Street,,29-Jun-15,06-Apr-18
WANNIASSA,205,17,,31,Longmore,Crescent,1,Wilkie,Place,,29-Jun-15,19-Mar-18
WANNIASSA,208,14,,12,Sainsbury,Street,,,,,29-Jun-15,11-May-18
WANNIASSA,208,6,,70,Longmore,Crescent,,,,,29-Jun-15,11-May-18
WANNIASSA,243,40,,46,Balfour,Crescent,,,,,29-Jun-15,18-May-18
WANNIASSA,246,32,,1,Halfrey,Circuit,227,Wheeler,Crescent,,29-Jun-15,11-May-18
WANNIASSA,259,6,,13,Byrne,Street,,,,,29-Jun-15,29-Apr-16
WARAMANGA,6,14,,20,Garanya,Street,,,,,29-Jun-15,11-Apr-16
WARAMANGA,9,10,,30,Larakia,Street,,,,,29-Jun-15,12-Dec-16
WARAMANGA,9,13,,36,Larakia,Street,,,,,29-Jun-15,15-Dec-16
WARAMANGA,9,28,,15,Malara,Street,,,,,29-Jun-15,24-Oct-16
WARAMANGA,14,12,,31,Larakia,Street,,,,,29-Jun-15,01-Dec-16
WARAMANGA,14,4,,12,Yanda,Street,,,,,29-Jun-15,17-Feb-17
WARAMANGA,14,7,,18,Yanda,Street,,,,,29-Jun-15,25-Jun-19
WARAMANGA,14,8,,20,Yanda,Street,,,,,29-Jun-15,15-Dec-16
WARAMANGA,16,7,,14,Badimara,Street,,,,,29-Jun-15,12-Dec-16
WARAMANGA,22,2,,13,Tiwi,Place,,,,,29-Jun-15,14-Nov-16
WARAMANGA,24,12,,50,Badimara,Street,,,,,29-Jun-15,12-Dec-16
WARAMANGA,24,7,,40,Badimara,Street,,,,,29-Jun-15,17-Nov-16
WARAMANGA,26,4,,32,Gamor,Street,,,,,29-Jun-15,01-Dec-16
WARAMANGA,27,11,,6,Dalabon,Crescent,,,,,29-Jun-15,15-Nov-16
WARAMANGA,27,19,,48,Gamor,Street,,,,,29-Jun-15,16-Jan-17
WARAMANGA,27,3,,12,Warrai,Place,,,,,29-Jun-15,22-Nov-16
WARAMANGA,32,23,,22,Nemarang,Crescent,,,,,29-Jun-15,01-Dec-16
WARAMANGA,34,16,,14,Nangor,Street,,,,,29-Jun-15,10-Feb-16
WATSON,5,16,,37,Molesworth,Street,,,,,29-Jun-15,10-Feb-16
WATSON,5,28,,9,Dodds,Place,,,,,29-Jun-15,21-Jul-16
WATSON,9,12,,17,Mccawley,Street,,,,,29-Jun-15,29-Aug-16
WATSON,16,27,,18,Stow,Place,,,,,29-Jun-15,23-Aug-17
WATSON,16,4,,17,Wade,Street,,,,,29-Jun-15,21-Jul-16
WATSON,22,18,,43,Knox,Street,43,Dickinson,Street,,29-Jun-15,17-Dec-19
WATSON,24,4,,7,Holroyd,Street,,,,,29-Jun-15,07-Feb-17
WATSON,28,17,,6,Kerferd,Street,,,,,29-Jun-15,12-Aug-16
WATSON,30,2,,28,Simpson,Street,,,,,29-Jun-15,01-Aug-16
WATSON,30,4,,32,Simpson,Street,,,,,29-Jun-15,12-Aug-16
WATSON,32,6,,57,Williams,Street,,,,,29-Jun-15,25-Jul-16
WATSON,45,12,,12,Hearn,Street,38,Cullen,Street,,29-Jun-15,10-Feb-16
WATSON,47,19,,119,Irvine,Street,2,Foster,Place,,29-Jun-15,23-Sep-16
WATSON,51,1,,22,Blair,Street,,,,,29-Jun-15,01-Aug-16
WATSON,51,21,,18,Blair,Street,,,,,29-Jun-15,25-Jul-16
WATSON,54,6,,5,Dowling,Street,,,,,29-Jun-15,
WEETANGERA,3,23,,35,Gillespie,Street,,,,,29-Jun-15,02-Jun-17
WEETANGERA,5,1,,23,Kinleyside,Crescent,,,,,29-Jun-15,25-May-17
WEETANGERA,6,15,,32,Kinleyside,Crescent,,,,,29-Jun-15,10-Jul-17
WEETANGERA,10,36,,9,Mayo,Street,,,,,29-Jun-15,18-Apr-16
WEETANGERA,11,15,,11,Bambridge,Street,,,,,29-Jun-15,25-May-17
WEETANGERA,17,3,,26,Mayo,Street,63,Bambridge,Street,,29-Jun-15,10-Jul-17
WEETANGERA,22,9,,2,Davis,Street,6,Southwell,Street,,29-Jun-15,11-May-17
WEETANGERA,23,5,,51,Springvale,Drive,,,,,29-Jun-15,25-May-17
WEETANGERA,25,13,,44,Davis,Street,,,,,29-Jun-15,08-Mar-16
WEETANGERA,26,1,,3,O`Rourke,Street,,,,,29-Jun-15,30-Nov-15
WEETANGERA,28,2,,7,McKeahnie,Street,,,,,29-Jun-15,
WEETANGERA,29,10,,8,McKeahnie,Street,,,,,29-Jun-15,25-May-17
WEETANGERA,33,2,,68,Southwell,Street,,,,,29-Jun-15,25-May-17
WEETANGERA,36,22,,36,Abernethy,Street,,,,,29-Jun-15,21-Dec-17
WEETANGERA,44,1,,112,Shumack,Street,,,,,29-Jun-15,21-Jun-17
WEETANGERA,45,22,,131,Springvale,Drive,,,,,29-Jun-15,
WEETANGERA,45,26,,123,Springvale,Drive,,,,,29-Jun-15,02-Jun-17
WESTON,3,12,,7,Rivers,Street,,,,,29-Jun-15,20-Sep-16
WESTON,4,10,,22,Rivers,Street,,,,,29-Jun-15,20-Sep-16
WESTON,6,16,,58,Heysen,Street,,,,,29-Jun-15,16-Jan-17
WESTON,8,9,,24,Bunny,Street,,,,,29-Jun-15,16-Dec-16
WESTON,9,1,,97,Hilder,Street,,,,,29-Jun-15,16-Dec-16
WESTON,9,12,,75,Hilder,Street,,,,,29-Jun-15,15-Nov-16
WESTON,9,21,,10,Fullwood,Street,,,,,29-Jun-15,08-Mar-16
WESTON,11,3,,34,Fullwood,Street,,,,,29-Jun-15,29-Nov-16
WESTON,12,6,,1,Rowell,Place,,,,,29-Jun-15,29-Nov-16
WESTON,13,14,,43,Meldrum,Street,,,,,29-Jun-15,16-Sep-16
WESTON,13,18,,35,Meldrum,Street,,,,,29-Jun-15,16-Sep-16
WESTON,15,11,,44,Lycett,Street,,,,,29-Jun-15,16-Dec-16
WESTON,16,11,,22,Lycett,Street,,,,,29-Jun-15,23-Jan-18
WESTON,16,7,,14,Lycett,Street,,,,,29-Jun-15,16-Jan-17
WESTON,17,10,,5,Lycett,Street,,,,,29-Jun-15,13-Sep-16
WESTON,18,4,,8,McCubbin,Street,,,,,29-Jun-15,16-Dec-16
WESTON,29,14,,8,Martens,Crescent,,,,,29-Jun-15,16-Dec-16
WESTON,30,1,,1,Martens,Crescent,64,Hilder,Street,,29-Jun-15,15-Nov-16
WESTON,31,7,,1,Leist,Street,34,Martens,Crescent,,29-Jun-15,15-Nov-16
WESTON,39,5,,29,Hopkins,Street,,,,,29-Jun-15,10-Feb-16
WESTON,40,7,,4,Shirlow,Place,,,,,29-Jun-15,29-Nov-16
WESTON,42,17,,39,Buvelot,Street,,,,,29-Jun-15,10-Jan-17
WESTON,43,6,,38,Buvelot,Street,,,,,26-Mar-20,25-May-22
WESTON,49,8,,68,Buvelot,Street,,,,,29-Jun-15,27-Feb-17
WESTON,50,13,,69,Buvelot,Street,,,,,29-Jun-15,07-Feb-17
WESTON,50,14,,67,Buvelot,Street,,,,,29-Jun-15,15-Dec-16
WESTON,50,15,,65,Buvelot,Street,,,,,29-Jun-15,13-Apr-17
WESTON,50,18,,59,Buvelot,Street,,,,,29-Jun-15,17-Feb-17
WESTON,50,19,,57,Buvelot,Street,,,,,29-Jun-15,09-Feb-17
WESTON,50,2,,24,Rubbo,Crescent,,,,,29-Jun-15,21-Feb-17
WESTON,50,9,,38,Rubbo,Crescent,,,,,29-Jun-15,09-Feb-17
WESTON,71,12,,27,Wakelin,Circuit,,,,,29-Jun-15,09-Feb-17
YARRALUMLA,9,26,,78,Banks,Street,,,,,29-Jun-15,29-Nov-19
YARRALUMLA,25,11,,1,Hunter,Street,10,Clarke,Street,,29-Jun-15,21-Dec-17
YARRALUMLA,27,30,,90,Hopetoun,Circuit,,,,,29-Jun-15,21-Jul-17
YARRALUMLA,48,1,,46,Weston,Street,14,Cambage,Street,,29-Jun-15,
YARRALUMLA,55,12,,10,Drummond,Row,,,,,29-Jun-15,19-Jan-18
YARRALUMLA,55,13,,12,Drummond,Row,,,,,29-Jun-15,19-Jan-18
YARRALUMLA,61,16,,8,Banks,Street,,,,,29-Jun-15,16-Jul-19
YARRALUMLA,74,11,,87,Hopetoun,Circuit,,,,,29-Jun-15,10-Jul-17
YARRALUMLA,74,5,1,99,Hopetoun,Circuit,99,Hopetoun,Circuit,,29-Jun-15,
YARRALUMLA,75,19,,14,Musgrave,Street,,,,,29-Jun-15,10-Jul-17
YARRALUMLA,76,5,,15,Musgrave,Street,,,,,29-Jun-15,10-Jul-17
YARRALUMLA,78,11,,18,Rodway,Street,,,,,29-Jun-15,27-Jul-17
YARRALUMLA,92,10,,4,Fraser,Place,,,,,29-Jun-15,28-Sep-16
YARRALUMLA,92,8,,12,Kintore,Crescent,11,Novar,Street,,29-Jun-15,10-Sep-15
YARRALUMLA,92,9,1,2,Fraser,Place,,,,,29-Jun-15,23-Sep-16
